Permit Type,Agency,Division,Permit/License Name,Form Title,Form PDF,L123 Description,Department Description,Description Link,Biz Portal Description,Application Fee,License Fee,Renewal Fee,Time Frame,"Industry or Sector (as in Lic123: e.g. automotive, consulting, education, food and drink, business services)","Business Types_Level 1 (e.g. cafe, design studio, ",Requirements Link,Tag,Tasks,Notes:,
CA,Department of Consumer Affairs,Bureau of Security and Investigative Services,Private Patrol License,,,Private Patrol Companies must receive permission from the state to have the power to arrest. They must be licensed in order to operate and receive this permission. Licenses are issued by the California Bureau and Investigative Services to ensure quality and enforcement of regulations.,,,,,,,,,,,,,,
CA,Department of Consumer Affairs,Bureau of Security and Investigative Services,Private Patrol License - Branch Office,,,"To properly monitor private patrol companies, California requires a license for each branch office. Licenses are issued by the California Bureau and Investigative Services to ensure quality and enforcement of regulations.",,,,,,,,,,,,,,
CA,Department of Consumer Affairs,Contractors State License Board,Contractor License - Asbestos Certification,,,The application for asbestos certification is to be used by currently licensed contractors who bid for or do asbestos-related contracting.,,,,,,,,,,,,,,
CA,Department of Consumer Affairs,Contractors State License Board,"Contractor License - Boiler, Hot Water Heating and Steam Fitting Contractor",,,"A boiler, hot-water heating and steam fitting contractor installs, services and repairs power boiler installations, hot-water heating systems and steam fitting, including fire-tube and water-tube steel power boilers and hot-water heating low pressure boilers, steam fitting and piping, fittings, valves, gauges, pumps, radiators, convectors, fuel oil tanks,fuel oil lines, chimneys, flues, heat insulation and all other equipment, including solar heating equipment, associated with these systems.",,,,,,,,,,,,,,
CA,Department of Consumer Affairs,Contractors State License Board,Contractor License - Building Moving/Demolition Contractor,,,"A building moving/demolition contractor raises, lowers, cribs, underpins, demolishes and moves or removes structures, including their foundations. This classification does not include the alterations, additions, repairs or rehabilitation of the permanently retained portions of such structures.",,,,,,,,,,,,,,
CA,Department of Consumer Affairs,Contractors State License Board,"Contractor License - Cabinet, Millwork and Finish Carpentry Contractor",,,"A cabinet, millwork and finish carpentry contractor makes cabinets, cases, sashes, doors, trims, nonbearing partitions and other items of “finish carpentry” by cutting, surfacing, joining, gluing and fabricating wood or other products to provide a functional surface. This contractor also places, erects, and finishes such cabinets and millwork in structures.",,,,,,,,,,,,,,
CA,Department of Consumer Affairs,Contractors State License Board,Contractor License - Ceramic and Mosaic Tile Contractor,,,"A ceramic and mosaic tile contractor prepares surfaces as necessary and installs glazed wall, ceramic, mosaic, quarry, paver, faience, glass mosaic and stone tiles; thin tile that resembles full brick, natural or simulated stone slabs for bathtubs, showers and horizontal surfaces inside of buildings, or any tile units set in the traditional or innovative tile methods, excluding hollow or structural partition tile.",,,,,,,,,,,,,,
CA,Department of Consumer Affairs,Contractors State License Board,Contractor License - Concrete Contractor,,,"A concrete contractor forms, pours, places, finishes and installs specified mass, pavement, flat and other concrete work; and places and sets screeds for pavements or flatwork. This class shall not include contractors whose sole contracting business is the application of plaster coatings or placing and erecting of steel or bars for the reinforcing of mass, pavement, flat and other concrete work. ",,,,,,,,,,,,,,
CA,Department of Consumer Affairs,Contractors State License Board,Contractor License - Construction Zone Traffic Control Contractor,,,"A construction zone traffic control contractor prepares or removes lane closures, flagging, or traffic diversions, utilizing portable devices, such as cones, delineators, barricades, sign stands, flashing beacons, flashing arrow trailers, and changeable message signs, on roadways, including, but not limited to, public streets, highways, or any public conveyance.",,,,,,,,,,,,,,
CA,Department of Consumer Affairs,Contractors State License Board,Contractor License - Drywall Contractor,,,"A drywall contractor lays out and installs gypsum wall board and gypsum wall board assemblies including nonstructural metal framing members, and performs the taping and texturing operations including the application of compounds that adhere to wall board to produce a continuous smooth or textured surface.",,,,,,,,,,,,,,
CA,Department of Consumer Affairs,Contractors State License Board,Contractor License - Earthwork and Paving Contractors,,,"An earthwork and paving contractor digs, moves, and places material forming the surface of the earth, other than water, in such a manner that a cut, fill, excavation, grade, trench, backfill, or tunnel (if incidental thereto) can be executed, including the use of explosives for these purposes. This classification includes the mixing, fabricating and placing of paving and any other surfacing materials.",,,,,,,,,,,,,,
CA,Department of Consumer Affairs,Contractors State License Board,Contractor License - Electrical Contractor,,,"An electrical contractor places, installs, erects or connects any electrical wires, fixtures, appliances, apparatus, raceways, conduits, solar photovoltaic cells or any part thereof, which generate, transmit, transform or utilize electrical energy in any form or for any purpose.",,,,,,,,,,,,,,
CA,Department of Consumer Affairs,Contractors State License Board,Contractor License - Elevator Contractor,,,"An elevator contractor fabricates, erects, installs and repairs elevators, including sheave beams, motors, sheaves, cable and wire rope, guides, cab, counterweights, doors (including sidewalk elevator doors), automatic and manual controls, signal systems, and all other devices and equipment associated with the safe and efficient installation and operation of electrical, hydraulic and manually operated elevators.",,,,,,,,,,,,,,
CA,Department of Consumer Affairs,Contractors State License Board,Contractor License - Fencing Contractor,,,"A fencing contractor constructs, erects, alters, or repairs all types of fences, corrals, runs, railings, cribs, game court enclosures, guard rails and barriers, playground game equipment, backstops, posts, flagpoles, and gates, excluding masonry walls.",,,,,,,,,,,,,,
CA,Department of Consumer Affairs,Contractors State License Board,Contractor License - Fire Protection Contractor,,,"A fire protection contractor lays out, fabricates and installs all types of fire protection systems; including all the equipment associated with these systems, excluding electrical alarm systems.",,,,,,,,,,,,,,
CA,Department of Consumer Affairs,Contractors State License Board,Contractor License - Flooring and Floor Covering Contractors,,,"A flooring and floor covering contractor prepares any surface for the installation of flooring and floor coverings, and installs carpet, resilient sheet goods, resilient tile, wood floors and flooring (including the finishing and repairing thereof), and any other materials established as flooring and floor covering material, except ceramic tile.",,,,,,,,,,,,,,
CA,Department of Consumer Affairs,Contractors State License Board,Contractor License - Framing and Rough Carpentry Contractor,,,"A framing and rough carpentry contractor performs any form work, framing or rough carpentry necessary to construct framed structures; installs or repairs individual components of framing systems and performs any rough carpentry or associated work, including but not limited to the construction or installation of: sub-flooring, siding, exterior staircases and railings, overhead doors, roof decking, truss members, and sheathing. ",,,,,,,,,,,,,,
CA,Department of Consumer Affairs,Contractors State License Board,Contractor License - General Building,,,"(a) A general building contractor’s principal contracting business is in whole or partial connection with any structure built, being built, or to be built, for the support, shelter and enclosure of persons, animals, chattels, or moveable property of any kind requiring in its construction the use of at least two unrelated building trades or crafts, or to superintend the whole or any part thereof. This does not include anyone who merely furnishes materials or supplies under Section 7045 without fabricating them into, or consuming them in the performance of the work of the general building contractor. (b) A general building contractor may take a prime contract or a subcontract for a framing or carpentry project. However, a general building contractor shall not take a prime contract for any project involving trades other than framing or carpentry unless the prime contract requires at least two unrelated building trades or crafts other than framing or carpentry, or unless the general building contractor holds the appropriate license classification or subcontracts with an appropriately licensed contractor to perform the work. A general building contractor shall not take a subcontract involving trades other than framing or carpentry, unless the subcontract requires at least two unrelated trades or crafts other than framing or carpentry, or unless the general building contractor holds the appropriate license classification. The general building contractor may not count framing or carpentry in calculating the two unrelated trades necessary in order for the general building contractor to be able to take a prime contract or subcontract for a project involving other trades. (c) No general building contractor shall contract for any project that includes the “C-16” Fire Protection classification as provided for in Section 7026.12 or the “C-57” Well Drilling classification as provided for in Section 13750.5 of the Water Code, unless the general building contractor holds the appropriate license classification, or subcontracts with the appropriately licensed contractor.",,,,,,,,,,,,,,
CA,Department of Consumer Affairs,Contractors State License Board,Contractor License - General Engineering,,,Class “A” — General Engineering Contractor is a contractor whose principal business is in connection with fixed works requiring specialized engineering knowledge and skill.,,,,,,,,,,,,,,
CA,Department of Consumer Affairs,Contractors State License Board,Contractor License - General Manufactured Housing Contractor,,,"(a) A general manufactured housing contractor installs, alters, repairs, or prepares for moving any type of manufactured home as defined in Section 18007 of the Health and Safety Code, any type of mobile home as defined in Section 18008 of the Health and Safety Code, and any type of multifamily manufactured home as defined in Section 18008.7 of the Health and Safety Code, including the accessory buildings or structures, and the foundations. A manufactured home does not include any recreational vehicle, commercial coach, or factory-built housing as defined in Section 19971 of the Health and Safety Code. (b) A general manufactured housing contractor may provide utility services on a single family individual site placement. Utility services mean the connection of gas, water, sewer, and electrical utilities to the home.",,,,,,,,,,,,,,
CA,Department of Consumer Affairs,Contractors State License Board,Contractor License - Glazing Contractor,,,"A glazing contractor selects, cuts, assembles and/or installs all makes and kinds of glass, glass work, mirrored glass, and glass substitute materials for glazing; executes the fabrication and glazing of frames, panels, sashes and doors; and/or installs these items in any structure.",,,,,,,,,,,,,,
CA,Department of Consumer Affairs,Contractors State License Board,"Contractor License - Hardware, Locks and Safes",,,"A hardware locks and safes contractor installs, modifies or repairs power and/or manually activated door and window locks with related hardware, built-in safes and vaults. Any contractor meeting this description must obtain a separate license from the State of California.",,,,,,,,,,,,,,
CA,Department of Consumer Affairs,Contractors State License Board,Contractor License - Hazardous Substance Removal Certification,,,"Contractors who perform hazardous substance removal work at specific sites and/or who bid for the installation or removal of, or install or remove, underground storage tanks, must complete the application for hazardous substances certification to add the certification to their existing licenses. Eligibility for this certification is basically limited to licenses having the class A, general engineering, or class C-12, earthwork and paving, or, in some instances, the class B, general building license. The certification may also be applied for by licensees holding the class C-36, plumbing, or the class C-61, limited specialty category for service station equipment and maintenance.",,,,,,,,,,,,,,
CA,Department of Consumer Affairs,Contractors State License Board,Contractor License - Insulation and Acoustical Contractor,,,An insulation and acoustical contractor installs any insulating media and preformed architectural acoustical materials for the purpose of temperature and/or sound control.,,,,,,,,,,,,,,
CA,Department of Consumer Affairs,Contractors State License Board,Contractor License - Landscaping Contractor,,,"A landscape contractor constructs, maintains, repairs, installs, or subcontracts the development of landscape systems and facilities for public and private gardens and other areas which are designed to aesthetically, architecturally, horticulturally, or functionally improve the grounds within or surrounding a structure, or a tract or plot of land. In connection therewith, a landscape contractor prepares and grades plots and areas of land for the installation of any architectural, horticultural and decorative treatment or arrangement.",,,,,,,,,,,,,,
CA,Department of Consumer Affairs,Contractors State License Board,Contractor License - Lathing and Plastering Contractor,,,"(a) A lathing and plastering contractor coats surfaces with a mixture of sand, gypsum plaster, quick-lime or hydrated lime and water, or sand and cement and water, or a combination of such other materials that create a permanent surface coating, including coatings for the purpose of soundproofing and fireproofing. These coatings are applied with a plasterer's trowel or sprayed over any surface which offers a mechanical means for the support of such coating, and will adhere by suction. This contractor also installs lath (including metal studs) or any other material prepared or manufactured to provide a base or bond for such coating.",,,,,,,,,,,,,,
CA,Department of Consumer Affairs,Contractors State License Board,Contractor License - Limited Specialty (See Description for Full Specialty List),,,Limited specialty is a specialty contractor classification limited to a field and scope of operations of specialty contracting for which an applicant is qualified other than any of the specialty contractor classifications listed and defined in this article. ,,,,,,,,,,,,,,
CA,Department of Consumer Affairs,Contractors State License Board,Contractor License - Lock and Security Equipment Contractor,,,"A lock and security equipment contractor evaluates, sets-up, installs, maintains and repairs all doors and door assemblies, gates, locks and locking devices, panic and fire rated exit devices, manual and automatic operated gate and door closures and releases, jail and prison locking devices and permanently installed or built-in safes and vaults. This classification includes but is not limited to master key systems, metal window guards, security doors, card activated and electronic access control systems for control equipment, motion and other types of detectors and computer systems for control and audit of control systems and other associated equipment. Fire alarm systems are specifically not included in this section.",,,,,,,,,,,,,,
CA,Department of Consumer Affairs,Contractors State License Board,Contractor License - Low Voltage Systems Contractor,,,"A communication and low voltage systems contractor installs, services and maintains all types of communication and low voltage systems which are energy limited and do not exceed 91 volts. These systems include, but are not limited to telephone systems, sound systems, cable television systems, closed-circuit video systems, satellite dish antennas, instrumentation and temperature controls, and low voltage landscape lighting. Low voltage fire alarm systems are specifically not included in this section. (b) A lathing and plastering contractor also applies and affixes wood and metal lath, or any other material prepared or manufactured to provide key or suction bases for the support of plaster coatings. This classification includes the channel work and metal studs for the support of metal or any other lathing material and for solid plaster partitions. (c) Effective January 1, 1998, or as soon thereafter as administratively feasible, all C-26 licensees will be merged into the C-35 Lathing and Plastering classification. On and after January 1, 1998, no application for the C-26 classification will be accepted and no new C-26 Lathing licenses will be issued.",,,,,,,,,,,,,,
CA,Department of Consumer Affairs,Contractors State License Board,Contractor License - Machinery and Pumps,,,"A machinery and pumps contractor installs, removes, modifies or repairs: (a) Pumps; conveyors; cranes; dock levelers; various hoisting and material handling equipment and meters. (b) Dumb waiters; handicap lifting and assistance equipment; automated speedrail trolley systems for garment hanging. (c) Automatic car washing racks and auto body paint finishing booth equipment.",,,,,,,,,,,,,,
CA,Department of Consumer Affairs,Contractors State License Board,Contractor License - Masonry Contractor,,,"A masonry contractor installs concrete units and baked clay products; concrete, glass and clay block; natural and manufactured stone; terra cotta; and fire brick or other material for refractory work. This classification includes the fabrication and installation of masonry component units for structural load bearing and non-load bearing walls for structures and fences installed with or without mortar; ceramic veneer (not tile) and thin brick that resembles full brick for facing; paving; and clear waterproofing, cleaning and caulking incidental to masonry construction.",,,,,,,,,,,,,,
CA,Department of Consumer Affairs,Contractors State License Board,Contractor License - Ornamental Metal Contractor,,,"An ornamental metals contractor assembles, casts, cuts, shapes, stamps, forges, welds, fabricates and installs, sheet, rolled and cast, brass, bronze, copper, cast iron, wrought iron, monel metal, stainless steel, steel, and/or any other metal for the architectural treatment and ornamental decoration of structures. This classification does not include the work of a sheet metal contractor.",,,,,,,,,,,,,,
CA,Department of Consumer Affairs,Contractors State License Board,Contractor License - Painting and Decorating Contractor,,,"A painting and decorating contractor prepares by scraping, sandblasting or other means and applies any of the following: paints, papers, textures, fabrics, pigments, oils, turpentines, japans, driers, thinners, varnishes, shellacs, stains, fillers, waxes, adhesives, water and any other vehicles, mediums and materials which adhere by evaporation and may be mixed, used and applied to the surfaces of structures and the appurtenances thereto for purposes of decorating, protecting, fireproofing and waterproofing.",,,,,,,,,,,,,,
CA,Department of Consumer Affairs,Contractors State License Board,Contractor License - Parking and Highway Improvement Contractor,,,"A parking and highway improvement contractor applies and installs protective coatings, vehicle stops, guard rails and mechanical devices, directional lines, buttons, markers, signs and arrows on the horizontal surface of any game court, parking facility, airport, highway or roadway constructed of concrete, asphalt or similar material. This classification includes the surface preparatory work necessary for the application of protective coatings but does not include the re-paving of these surfaces.",,,,,,,,,,,,,,
CA,Department of Consumer Affairs,Contractors State License Board,Contractor License - Pipeline Contractor,,,"A pipeline contractor fabricates and installs pipelines for the conveyance of fluids, such as water, gas, or petroleum, or for the containment or protection of any other material, including the application of protective coatings or systems and the trenching, boring, shoring, backfilling, compacting, paving and surfacing necessary to complete the installation of such pipelines.",,,,,,,,,,,,,,
CA,Department of Consumer Affairs,Contractors State License Board,Contractor License - Plumbing Contractor,,,"A plumbing contractor provides a means for a supply of safe water, ample in volume and of suitable temperature for the purpose intended and the proper disposal of fluid waste from the premises in all structures and fixed works. ",,,,,,,,,,,,,,
CA,Department of Consumer Affairs,Contractors State License Board,Contractor License - Prefabricated Equipment Contractor,,,"A prefabricated products/equipment contractor performs installations of prefabricated products/equipment, including but not limited to the following: (a) Theater stage equipment, school classroom equipment, playground equipment, bleacher bench/seat component parts (no installation or renovation of any supporting or structural member); store fixtures, and display cases (either prefabricated or modular form); all forms and types of toilet/shower room partitions/accessories; and prefabricated closet systems. (b) Laboratory and medical equipment, dust collecting systems; factory built fireplaces and accessories (no masonry facing); major appliance installations and ventilating hoods in connection with existing fuel and energy lines which are installed by others. (c) Bus stop shelters, prefabricated phone booths; prefabricated sound proof environmental clean rooms; panelized refrigerated walk-in boxes (not to include the work of refrigeration contractor); all types of modular office, institutional or home improvement systems including, but not limited to all types of pre-finished and/or UL listed pre-wired wall panels.",,,,,,,,,,,,,,
CA,Department of Consumer Affairs,Contractors State License Board,Contractor License - Refrigeration Contractor,,,"A refrigeration contractor constructs, fabricates, erects, installs, maintains, services and repairs refrigerators, refrigerated rooms, and insulated refrigerated spaces, temperature insulation, air-conditioning units, ducts, blowers, registers, humidity and thermostatic controls for the control of air, liquid and/or gas temperatures below fifty degrees Fahrenheit (50º), or ten degrees Celsius (10º).",,,,,,,,,,,,,,
CA,Department of Consumer Affairs,Contractors State License Board,Contractor License - Reinforcing Steel Contractor,,,"A reinforcing steel contractor fabricates, places and ties steel mesh or steel reinforcing bars (rods), of any profile, perimeter, or cross-section that are or may be used to reinforce concrete structures.",,,,,,,,,,,,,,
CA,Department of Consumer Affairs,Contractors State License Board,Contractor License - Roofing Contractor,,,"A roofing contractor installs products and repairs surfaces that seal, waterproof and weatherproof structures. This work is performed to prevent water or its derivatives, compounds or solids from penetrating such protection and gaining access to material or space beyond. In the course of this work, the contractor examines and/or prepares surfaces and uses the following material: asphaltum, pitch, tar, felt, glass fabric, urethane foam, metal roofing systems, flax, shakes, shingles, roof tile, slate or any other roofing, waterproofing or membrane material(s) or a combination thereof.",,,,,,,,,,,,,,
CA,Department of Consumer Affairs,Contractors State License Board,Contractor License - Sanitation System Contractor,,,"A sanitation system contractor fabricates and installs cesspools, septic tanks, storm drains, and other sewage disposal and drain structures. This classification includes the laying of cast-iron, steel, concrete, vitreous and nonvitreous pipe and any other hardware associated with these systems.",,,,,,,,,,,,,,
CA,Department of Consumer Affairs,Contractors State License Board,Contractor License - Sheet Metal Contractor,,,"A sheet metal contractor selects, cuts, shapes, fabricates and installs sheet metal such as cornices, flashings, gutters, leaders, pans, kitchen equipment, duct work (including insulation, patented chimneys, metal flues, metal roofing systems and any other installations requiring sheet metal).",,,,,,,,,,,,,,
CA,Department of Consumer Affairs,Contractors State License Board,Contractor License - Sign Contractor,,,"A sign contractor fabricates, installs, and erects electrical signs, including the wiring of such electrical signs, and non-electrical signs, including but not limited to: post or pole supported signs, signs attached to structures, painted wall signs, and modifications to existing signs.",,,,,,,,,,,,,,
CA,Department of Consumer Affairs,Contractors State License Board,Contractor License - Solar Contractor,,,"A solar contractor installs, modifies, maintains, and repairs thermal and photovoltaic solar energy systems. A licensee classified in this section shall not undertake or perform building or construction trades, crafts, or skills, except when required to install a thermal or photovoltaic solar energy system.",,,,,,,,,,,,,,
CA,Department of Consumer Affairs,Contractors State License Board,Contractor License - Structural Steel Contractor,,,"A structural steel contractor fabricates and erects structural steel shapes and plates, of any profile, perimeter or cross-section that are or may be used as structural members for buildings and structures, including the riveting, welding, rigging, and metal roofing systems necessary to perform this work.",,,,,,,,,,,,,,
CA,Department of Consumer Affairs,Contractors State License Board,Contractor License - Swimming Pool Contractor,,,"A swimming pool contractor constructs swimming pools, spas or hot tubs, including installation of solar heating equipment using those trades or skills necessary for such construction.",,,,,,,,,,,,,,
CA,Department of Consumer Affairs,Contractors State License Board,Contractor License - Water Conditioning Contractor,,,A water conditioning contractor installs water conditioning equipment with the use of only such pipe and fittings as are necessary to connect the water conditioning equipment to the water supply system and to by-pass all those parts of the water supply system within the premises from which conditioned water is to be excluded.,,,,,,,,,,,,,,
CA,Department of Consumer Affairs,Contractors State License Board,"Contractor License - Warm-Air Heating, Ventilating and Air-Conditioning Contractor",,,"A warm-air heating, ventilating and air-conditioning contractor fabricates, installs, maintains, services and repairs warm-air heating systems and water heating heat pumps, complete with warm-air appliances; ventilating systems complete with blowers and plenum chambers; air-conditioning systems complete with air-conditioning unit; and the ducts, registers, flues, humidity and thermostatic controls and air filters in connection with any of these systems. This classification shall include warm-air heating, ventilating and air-conditioning systems which utilize solar energy.",,,,,,,,,,,,,,
CA,Department of Consumer Affairs,Contractors State License Board,Contractor License - Water Well Drilling Contractor,,,"A well drilling contractor installs and repairs water wells and pumps by boring, drilling, excavating, casing, cementing and cleaning to provide a supply of uncontaminated water.",,,,,,,,,,,,,,
CA,Department of Consumer Affairs,Contractors State License Board,Contractor License - Welding Contractor,Application for Original Contractor License,http://www.cslb.ca.gov/Resources/FormsAndApplications/ApplicationForOriginalContractorsLicense.pdf,"A welding contractor causes metals to become permanently attached, joined and fabricated by the use of gases and electrical energy, which creates temperatures of sufficient heat to perform this work.",None,N/A,"This permit includes an application for an Original Contractor License. Welders must complete this form along with Additional Classification Application, specifying the type of business. Please not that the forms are different for LLC applicants.",http://www.cslb.ca.gov/GeneralInformation/Library/Fees.asp,N/A,N/A,,,,,,,,
CA,Department of Consumer Affairs,Contractors State License Board,Contractor License - Welding Contractor,Application for Additional Classification,http://www.cslb.ca.gov/Resources/FormsAndApplications/ApplicationForAdditionalClassification.pdf,No License123 Description,None,N/A,N/A,N/A,N/A,N/A,,,,,,,,
CA,Department of Consumer Affairs,Contractors State License Board,Contractor License - Welding Contractor,Licensed Sole Owner Applying for Corporate License,http://www.cslb.ca.gov/Resources/FormsAndApplications/LicensedSoleOwnerApplyingForCorporateLicense.pdf,No License123 Description,None,N/A,N/A,N/A,N/A,N/A,,,,,,,,
CA,Department of Consumer Affairs,Contractors State License Board,Contractor License - Welding Contractor,Application for Limited Liability Company (LLC) Original Contractor License,http://www.cslb.ca.gov/Resources/FormsAndApplications/ApplicationForOriginalContractorsLicenseLLC.pdf,No License123 Description,None,N/A,N/A,N/A,N/A,N/A,,,,,,,,
CA,Department of Consumer Affairs,Contractors State License Board,Contractor License - Welding Contractor,Application for LLC Additional Classification,http://www.cslb.ca.gov/Resources/FormsAndApplications/ApplicationForAdditionalClassificationLLC.pdf,No License123 Description,None,N/A,N/A,N/A,N/A,N/A,,,,,,,,
CA,Department of Consumer Affairs,Contractors State License Board,Contractor License - Welding Contractor,Application for Replacing the Qualifying Individual,http://www.cslb.ca.gov/Resources/FormsAndApplications/ApplicationForReplacingTheQualifyingIndividual.pdf,No License123 Description,None,N/A,N/A,N/A,N/A,N/A,,,,,,,,
CA,Department of Consumer Affairs,Contractors State License Board,Contractor License - Welding Contractor,Application for Limited Liability Company (LLC) Replacing the Qualifying Individual,http://www.cslb.ca.gov/Resources/FormsAndApplications/ApplicationForReplacingTheQualifyingIndividualLLC.pdf,No License123 Description,None,N/A,N/A,N/A,N/A,N/A,,,,,,,,
CA,Department of Consumer Affairs,Contractors State License Board,Contractor License - Welding Contractor,Application to Remove Classificatuion from License,http://www.cslb.ca.gov/Resources/FormsAndApplications/ApplicationForRemovingAClassification.pdf,No License123 Description,None,N/A,N/A,N/A,N/A,N/A,,,,,,,,
CA,Department of Consumer Affairs,Contractors State License Board,Contractor License - Welding Contractor,Application to Change Business Name or Address or Order Wall Certificate or Pocket License,http://www.cslb.ca.gov/Resources/FormsAndApplications/ChangingBusinessNameAddress.pdf,No License123 Description,None,N/A,N/A,N/A,N/A,N/A,,,,,,,,
CA,Department of Consumer Affairs,Contractors State License Board,Contractor License - Welding Contractor,Certification of Work Experience,http://www.cslb.ca.gov/Resources/FormsAndApplications/CertificationOfWorkExperience.pdf,No License123 Description,None,N/A,N/A,N/A,N/A,N/A,,,,,,,,
CA,Department of Corporations,,Broker-Dealer Registration,,,California protects consumers by requiring financial firms to register with the Department of Business Oversight. Anyone wishing to act as a Broker-Dealer offering or selling securities such as stocks or bonds must obtain a license to do so. Licenses are issued by the California Department of Business Oversight to ensure quality and enforcement of regulations. ,,,,,,,,,,,,,,
CA,Department of Corporations,,Escrow License,,,,,,,,,,,,,,,,,
CA,Department of Corporations,,Investment Advisor Registration,,,California protects consumers by requiring investment advising firms to register through the Department of Business Oversight. Both state and SEC registrants are required to file with the online IARD System.,,,,,,,,,,,,,,
CA,Department of Food and Agriculture,,Seed Selling Authorization,,,"Administered statewide by the California Department of Food and Agriculture's Pest Exclusion branch, the Seed Services program verifies the accuracy and accessibility of seed label statements as to variety and type, purity, and germination. Anyone wishing to sell seeds must be authorized to do so in accordance with state rules and regulations.",,,,,,,,,,,,,,
CA,Department of Healthcare Services,,Assisted Living Waiver Program,,,"The California Department of Health Care Service has programs to help seniors afford assisted living. Registration for this program is not mandatory to operate, but common for assisted living facilities in the state.",,,,,,,,,,,,,,
CA,Department of Healthcare Services,,Medi-Cal/Medicaid Enrollment,,,California administers federal Medicaid programs. Participation in the California Medi-Cal program requires a license issued by the California Department of Public Health to ensure quality and enforcement of regulations.,,,,,,,,,,,,,,
CA,Department of Industrial Relations,,Garment Manufacturing Registration Certificate,,,,,,,,,,,,,,,,,
CA,Department of Industrial Relations,,Talent Agency License,,,All talent agencies in California must have a special license.,,,,,,,,,,,,,,
CA,Department of Insurance,,Insurance Producer/Agency License,,,,,,,,,,,,,,,,,
CA,Department of Motor Vehicles,,Department of Motor Vehicles Registration,,,All vehicles must be properly registered with the California DMV. Food trucks are lightweight trucks and do not require a commercial vehicle registration for large transports.,,,,,,,,,,,,,,
CA,Department of Motor Vehicles,,Department of Motor Vehicles Registration - Taxis,,,All taxi vehicles operating on streets and highways require California registration to operate. Licenses are issued by the California Department of Motor Vehicles to ensure safety and enforcement of regulations.,,,,,,,,,,,,,,
CA,Department of Motor Vehicles,,Department of Motor Vehicles Pull-Notice Enrollment,,,"The Employer Pull Notice (EPN) Program was established to provide employers and regulatory agencies with a means of promoting driver safety through the ongoing review of driver records. When an employee's DL is updated to record an action/activity, a check is made electronically to determine if a pull notice is on file. If the action/activity is one that is specified to be reported under the EPN program, a driver record is generated and mailed to that employer.",,,,,,,,,,,,,,
CA,Department of Motor Vehicles,,Vehicle Dealer License,,,Anyone wishing to operate as a vehicle dealer in the State of California must obtain a license to do so. Licenses are issued by the California Department Of Motor Vehicles to ensure quality and enforcement of regulations.,,,,,,,,,,,,,,
CA,Department of Public Health,,Food Manufacturing Cannery License,,,f you are operating a cannery in the state of California you will need a license. Licenses are issued by the California Department of Public Health to ensure safety and enforcement of regulations.,,,,,,,,,,,,,,
CA,Department of Public Health,,Food Manufacturing Cold Storage or Refrigeration Facility License,,,Food operations involving refrigeration or cold storage will need a California Food Manufacturing Cold Storage or Refrigeration Facility License. Licenses are issued by the California Department of Public Health to ensure safety and enforcement of regulations.,,,,,,,,,,,,,,
CA,Department of Public Health,,Food Manufacturing Frozen Food Locker Plant License,,,"If your business with have a frozen food locker, you will need to obtain a California Food Manufacturing Frozen Food Locker Plant License. Licenses are issued by the California Department of Public Health to ensure safety and enforcement of regulations.",,,,,,,,,,,,,,
CA,Department of Public Health,,Food Manufacturing Organic Processed Product License,,,Organic processed product food manufacturing is licensed by the state of California. Licenses are issued by the California Department of Public Health to ensure safety and enforcement of regulations.,,,,,,,,,,,,,,
CA,Department of Public Health,,Food Manufacturing Processed Product License,,,All businesses engaged in food processing will need to obtain a California Food Manufacturing Processed Product License. Licenses are issued by the California Department of Public Health to ensure safety and enforcement of regulations.,,,,,,,,,,,,,,
CA,Department of Public Health,,Food Manufacturing Shellfish Handling and Marketing License,,,Businesses dealing with shellfish will need at California Food Manufacturing Shellfish Handling and Marketing License. Licenses are issued by the California Department of Public Health to ensure safety and enforcement of regulations.,,,,,,,,,,,,,,
CA,Department of Public Health,,Home Health Agency License,,,State agencies license healthcare providers and require them to operate safely and ethically. Anyone wishing to operate a Home Health Agency must obtain a license to do so. Licenses are issued by the California Department of Public Health to ensure quality and enforcement of regulations.,,,,,,,,,,,,,,
CA,Department of Public Health,,Medical Waste Generator Registration,,,California regulates the generation of medical waste for some counties and cities. Anyone who falls under state jurisdiction and generates medical waste must register in accordance with state rules and regulations. Registration is handled by the California Department of Public Health to ensure quality and enforcement of regulations. ,,,,,,,,,,,,,,
CA,Department of Social Services,Community Care Licensing Division,Pull-Notice Enrollment,,,,,,,,,,,,,,,,,
CA,Department of Social Services,,Adult Day Care License,,,"Adult day care centers undergo scrutiny to ensure health, safety and the absence of senior abuse. Anyone wishing to operate an Adult Day Care Center in California must obtain a license to do so. ",,,,,,,,,,,,,,
CA,Department of Social Services,,Child Care Center License,,,The state regulates Child Care centers to ensure health and safety. A Child Care Center (or Day Care Center) is usually located in a commercial building. Non-medical care and supervision is provided for infant to school-age children in a group setting for periods of less than 24 hours. Owners and operators must undergo a background check and an extensive review process before receiving clearance to open.,,,,,,,,,,,,,,
CA,Department of Social Services,,Child Care Home License,,,Child day care services in residences undergo special procedures as part of their licensing. A Child Care Home must be in the licensee's own home and have up to 14 children. A Child Care Home reflects a home-like environment where non-medical care and supervision is provided for periods of less than 24 hours.,,,,,,,,,,,,,,
